CUI1,VER_START,VER_END,Cardinality,CUI2,Code Set,Version Month
629872,RXNORM_10AA_100907F,RXNORM_10AA_100907F,1,1012929,RxNorm,2024-02-05
629944,RXNORM_16AB_161205F,RXNORM_16AB_161205F,1,629944,RxNorm,2024-02-05
629948,RXNORM_14AA_140505F,RXNORM_14AA_140505F,1,629948,RxNorm,2024-02-05
630046,RXNORM_17AA_170905F,RXNORM_20AA_200803F,1,616401,RxNorm,2024-02-05
630065,RXNORM_17AA_170905F,RXNORM_20AA_200803F,1,630062,RxNorm,2024-02-05
630075,RXNORM_17AA_170905F,RXNORM_19AB_191104F,1,630075,RxNorm,2024-02-05
630135,RXNORM_17AA_170905F,RXNORM_19AA_190701F,1,630135,RxNorm,2024-02-05
630140,RXNORM_06AB_060605F,RXNORM_09AB_091102F,1,200335,RxNorm,2024-02-05
630165,RXNORM_06AB_060605F,RXNORM_09AB_100104F,1,892186,RxNorm,2024-02-05
630168,RXNORM_06AB_060605F,RXNORM_09AB_100104F,1,892186,RxNorm,2024-02-05
630173,RXNORM_10AB_101206F,RXNORM_10AB_101206F,1,352349,RxNorm,2024-02-05
630188,RXNORM_09AB_100405F,RXNORM_09AB_100405F,1,392038,RxNorm,2024-02-05
630190,RXNORM_09AB_100405F,RXNORM_09AB_100405F,1,630196,RxNorm,2024-02-05
630193,RXNORM_09AB_100405F,RXNORM_09AB_100405F,1,630194,RxNorm,2024-02-05
630222,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1098896,RxNorm,2024-02-05
630226,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1099096,RxNorm,2024-02-05
630244,RXNORM_12AB_130204F,RXNORM_12AB_130204F,1,630244,RxNorm,2024-02-05
630252,RXNORM_09AB_100104F,RXNORM_09AB_100104F,1,630252,RxNorm,2024-02-05
630255,RXNORM_17AA_170905F,RXNORM_20AA_200803F,1,597658,RxNorm,2024-02-05
630315,RXNORM_06AB_060605F,RXNORM_09AA_090504F,1,834135,RxNorm,2024-02-05
630317,RXNORM_11AA_110606F,RXNORM_11AA_110606F,1,1113380,RxNorm,2024-02-05
630321,RXNORM_06AB_060605F,RXNORM_08AB_090302F,1,807434,RxNorm,2024-02-05
630324,RXNORM_17AA_170905F,RXNORM_19AB_200302F,1,630324,RxNorm,2024-02-05
630355,RXNORM_17AA_170905F,RXNORM_17AB_180102F,1,630355,RxNorm,2024-02-05
630360,RXNORM_09AB_100201F,RXNORM_09AB_100201F,1,630369,RxNorm,2024-02-05
630412,RXNORM_17AA_170905F,RXNORM_19AB_191104F,1,630412,RxNorm,2024-02-05
630426,RXNORM_16AB_161205F,RXNORM_16AB_161205F,1,630426,RxNorm,2024-02-05
630435,RXNORM_16AB_161205F,RXNORM_16AB_161205F,1,630435,RxNorm,2024-02-05
630440,RXNORM_13AA_130506F,RXNORM_13AA_130506F,1,1421562,RxNorm,2024-02-05
630451,RXNORM_06AB_060605F,RXNORM_09AA_090803F,1,854801,RxNorm,2024-02-05
630454,RXNORM_06AB_060605F,RXNORM_09AA_090803F,1,854803,RxNorm,2024-02-05
630456,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,630475,RxNorm,2024-02-05
630463,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1293874,RxNorm,2024-02-05
630626,RXNORM_06AB_060605F,RXNORM_09AA_090803F,1,860164,RxNorm,2024-02-05
630683,RXNORM_16AA_160801F,RXNORM_16AA_160801F,2,1804746,RxNorm,2024-02-05
630683,RXNORM_16AA_160801F,RXNORM_16AA_160801F,2,1804750,RxNorm,2024-02-05
630692,RXNORM_06AB_060605F,RXNORM_08AB_090302F,1,310014,RxNorm,2024-02-05
630694,RXNORM_06AB_060605F,RXNORM_08AB_090302F,1,205532,RxNorm,2024-02-05
630702,RXNORM_06AB_060605F,RXNORM_08AB_090302F,1,836358,RxNorm,2024-02-05
630703,RXNORM_06AB_060605F,RXNORM_09AA_090406F,1,828534,RxNorm,2024-02-05
630713,RXNORM_06AB_060605F,RXNORM_09AA_090803F,1,859340,RxNorm,2024-02-05
630738,RXNORM_10AA_100706F,RXNORM_10AA_100706F,1,630738,RxNorm,2024-02-05
630799,RXNORM_16AB_170103F,RXNORM_16AB_170103F,2,1863988,RxNorm,2024-02-05
630799,RXNORM_16AB_170103F,RXNORM_16AB_170103F,2,1863987,RxNorm,2024-02-05
630800,RXNORM_16AA_160606F,RXNORM_16AA_160606F,2,1794882,RxNorm,2024-02-05
630800,RXNORM_16AA_160606F,RXNORM_16AA_160606F,2,1794881,RxNorm,2024-02-05
630805,RXNORM_10AA_100607F,RXNORM_10AA_100607F,1,630805,RxNorm,2024-02-05
630811,RXNORM_10AB_110207F,RXNORM_10AB_110207F,1,1091206,RxNorm,2024-02-05
630831,RXNORM_06AB_060605F,RXNORM_09AA_090803F,1,859332,RxNorm,2024-02-05
630834,RXNORM_06AB_060605F,RXNORM_09AA_090803F,1,859333,RxNorm,2024-02-05
630863,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,309317,RxNorm,2024-02-05
630895,RXNORM_06AB_060605F,RXNORM_09AA_090908F,1,865216,RxNorm,2024-02-05
630897,RXNORM_06AB_060605F,RXNORM_09AA_090908F,1,865208,RxNorm,2024-02-05
630899,RXNORM_06AB_060605F,RXNORM_09AA_090908F,1,865212,RxNorm,2024-02-05
630909,RXNORM_12AB_121203F,RXNORM_12AB_121203F,1,1363913,RxNorm,2024-02-05
630920,RXNORM_15AB_160104F,RXNORM_15AB_160104F,3,1729422,RxNorm,2024-02-05
630920,RXNORM_15AB_160104F,RXNORM_15AB_160104F,3,1729420,RxNorm,2024-02-05
630920,RXNORM_15AB_160104F,RXNORM_15AB_160104F,3,1729418,RxNorm,2024-02-05
630941,RXNORM_16AA_160502F,RXNORM_16AA_160502F,2,1790513,RxNorm,2024-02-05
630941,RXNORM_16AA_160502F,RXNORM_16AA_160502F,2,1790508,RxNorm,2024-02-05
630952,RXNORM_06AB_060605F,RXNORM_09AA_090504F,1,630952,RxNorm,2024-02-05
630973,RXNORM_16AA_160502F,RXNORM_16AA_160502F,2,1790383,RxNorm,2024-02-05
630973,RXNORM_16AA_160502F,RXNORM_16AA_160502F,2,1790379,RxNorm,2024-02-05
630990,RXNORM_10AB_110502F,RXNORM_10AB_110502F,1,597775,RxNorm,2024-02-05
631005,RXNORM_10AB_110502F,RXNORM_10AB_110502F,1,1090532,RxNorm,2024-02-05
631018,RXNORM_10AB_110502F,RXNORM_10AB_110502F,1,1100497,RxNorm,2024-02-05
631039,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1293874,RxNorm,2024-02-05
631056,RXNORM_11AA_110801F,RXNORM_11AA_110801F,1,631056,RxNorm,2024-02-05
631159,RXNORM_12AB_130107F,RXNORM_12AB_130107F,1,1367208,RxNorm,2024-02-05
631168,RXNORM_17AA_170905F,RXNORM_18AB_181105F,1,2101293,RxNorm,2024-02-05
631172,RXNORM_14AB_150202F,RXNORM_14AB_150202F,1,631168,RxNorm,2024-02-05
631392,RXNORM_10AB_110207F,RXNORM_10AB_110207F,1,1091193,RxNorm,2024-02-05
631393,RXNORM_10AB_110207F,RXNORM_10AB_110207F,1,1091202,RxNorm,2024-02-05
631394,RXNORM_10AB_110207F,RXNORM_10AB_110207F,1,1091204,RxNorm,2024-02-05
631395,RXNORM_10AB_110207F,RXNORM_10AB_110207F,1,1091218,RxNorm,2024-02-05
631396,RXNORM_10AB_110207F,RXNORM_10AB_110207F,1,1091220,RxNorm,2024-02-05
631434,RXNORM_11AA_110906F,RXNORM_11AA_111003F,1,313521,RxNorm,2024-02-05
631440,RXNORM_10AA_100907F,RXNORM_10AA_100907F,1,1012760,RxNorm,2024-02-05
631512,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,978666,RxNorm,2024-02-05
631560,RXNORM_11AB_120206F,RXNORM_11AB_120206F,1,631560,RxNorm,2024-02-05
631568,RXNORM_09AB_100301F,RXNORM_09AB_100301F,1,966403,RxNorm,2024-02-05
631586,RXNORM_14AB_150202F,RXNORM_14AB_150202F,1,477254,RxNorm,2024-02-05
631591,RXNORM_16AA_160801F,RXNORM_16AA_160801F,1,631591,RxNorm,2024-02-05
631610,RXNORM_06AB_060605F,RXNORM_09AA_090406F,1,486506,RxNorm,2024-02-05
631612,RXNORM_06AB_060605F,RXNORM_09AA_090406F,1,582703,RxNorm,2024-02-05
631615,RXNORM_06AB_060605F,RXNORM_09AB_091207F,1,851901,RxNorm,2024-02-05
631640,RXNORM_10AA_100706F,RXNORM_10AA_100706F,1,998439,RxNorm,2024-02-05
631646,RXNORM_17AA_170905F,RXNORM_18AB_181105F,1,2101296,RxNorm,2024-02-05
631649,RXNORM_17AA_170905F,RXNORM_19AA_190805F,1,2181311,RxNorm,2024-02-05
631762,RXNORM_06AB_060605F,RXNORM_09AB_091102F,1,631762,RxNorm,2024-02-05
631786,RXNORM_11AA_110606F,RXNORM_11AA_110606F,1,1113503,RxNorm,2024-02-05
633147,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1192858,RxNorm,2024-02-05
633149,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,562562,RxNorm,2024-02-05
633151,RXNORM_11AB_120305F,RXNORM_11AB_120305F,2,1246620,RxNorm,2024-02-05
633151,RXNORM_11AB_120305F,RXNORM_11AB_120305F,2,1246825,RxNorm,2024-02-05
633153,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1245982,RxNorm,2024-02-05
633154,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246615,RxNorm,2024-02-05
633156,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246840,RxNorm,2024-02-05
633158,RXNORM_13AA_130805F,RXNORM_13AA_130805F,1,1356907,RxNorm,2024-02-05
633159,RXNORM_17AA_170905F,RXNORM_19AA_190701F,1,2176464,RxNorm,2024-02-05
633160,RXNORM_11AA_111107F,RXNORM_11AA_111107F,1,1098137,RxNorm,2024-02-05
633161,RXNORM_17AA_170905F,RXNORM_19AA_190701F,1,2176487,RxNorm,2024-02-05
633166,RXNORM_12AB_130304F,RXNORM_12AB_130304F,1,1356907,RxNorm,2024-02-05
633169,RXNORM_12AA_120806F,RXNORM_12AA_120806F,1,1305768,RxNorm,2024-02-05
633172,RXNORM_17AA_170905F,RXNORM_20AA_200803F,1,631644,RxNorm,2024-02-05
633174,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,1251377,RxNorm,2024-02-05
633176,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,562106,RxNorm,2024-02-05
635860,RXNORM_10AB_101206F,RXNORM_10AB_101206F,1,1049693,RxNorm,2024-02-05
635938,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1098158,RxNorm,2024-02-05
635939,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246605,RxNorm,2024-02-05
635942,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1098161,RxNorm,2024-02-05
635944,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246599,RxNorm,2024-02-05
635945,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246606,RxNorm,2024-02-05
635961,RXNORM_10AB_110207F,RXNORM_10AB_110207F,1,1091718,RxNorm,2024-02-05
635965,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1245981,RxNorm,2024-02-05
635967,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246618,RxNorm,2024-02-05
635973,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246838,RxNorm,2024-02-05
635979,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246613,RxNorm,2024-02-05
635988,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246842,RxNorm,2024-02-05
635992,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1246091,RxNorm,2024-02-05
635994,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,1245985,RxNorm,2024-02-05
636020,RXNORM_14AB_150202F,RXNORM_14AB_150202F,1,631646,RxNorm,2024-02-05
636029,RXNORM_14AB_150202F,RXNORM_14AB_150202F,1,403956,RxNorm,2024-02-05
636033,RXNORM_10AB_101206F,RXNORM_10AB_101206F,1,1050231,RxNorm,2024-02-05
636050,RXNORM_17AA_170905F,RXNORM_20AA_201005F,1,616838,RxNorm,2024-02-05
636065,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,1098163,RxNorm,2024-02-05
636071,RXNORM_14AA_140505F,RXNORM_14AA_140505F,1,1012974,RxNorm,2024-02-05
636074,RXNORM_14AA_140505F,RXNORM_14AA_140505F,1,1535842,RxNorm,2024-02-05
636131,RXNORM_06AB_060711F,RXNORM_09AA_090406F,1,310519,RxNorm,2024-02-05
636152,RXNORM_14AB_150202F,RXNORM_14AB_150202F,1,546214,RxNorm,2024-02-05
636233,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1012980,RxNorm,2024-02-05
636235,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1291146,RxNorm,2024-02-05
636237,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1291275,RxNorm,2024-02-05
636280,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1294372,RxNorm,2024-02-05
636344,RXNORM_06AB_060711F,RXNORM_09AA_091005F,1,852995,RxNorm,2024-02-05
636351,RXNORM_06AB_060711F,RXNORM_08AB_090302F,1,835960,RxNorm,2024-02-05
636352,RXNORM_13AA_130701F,RXNORM_13AA_130701F,1,636352,RxNorm,2024-02-05
636353,RXNORM_10AA_100607F,RXNORM_10AA_100607F,1,993518,RxNorm,2024-02-05
636354,RXNORM_10AA_100607F,RXNORM_10AA_100607F,1,993536,RxNorm,2024-02-05
636356,RXNORM_14AA_140505F,RXNORM_14AA_140505F,1,1111697,RxNorm,2024-02-05
636358,RXNORM_17AA_170905F,RXNORM_19AA_190506F,1,2168003,RxNorm,2024-02-05
636368,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636368,RxNorm,2024-02-05
636370,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636370,RxNorm,2024-02-05
636372,RXNORM_17AA_170905F,RXNORM_18AB_190304F,1,2119482,RxNorm,2024-02-05
636373,RXNORM_14AA_140505F,RXNORM_14AA_140505F,2,1364278,RxNorm,2024-02-05
636373,RXNORM_14AA_140505F,RXNORM_14AA_140505F,2,1101741,RxNorm,2024-02-05
636375,RXNORM_17AA_170905F,RXNORM_19AA_190805F,1,636375,RxNorm,2024-02-05
636377,RXNORM_11AA_110606F,RXNORM_11AA_110606F,1,1094538,RxNorm,2024-02-05
636378,RXNORM_16AB_170103F,RXNORM_16AB_170103F,1,1863583,RxNorm,2024-02-05
636380,RXNORM_12AA_120806F,RXNORM_12AA_120806F,1,1303584,RxNorm,2024-02-05
636382,RXNORM_14AA_140505F,RXNORM_14AA_140505F,1,1101855,RxNorm,2024-02-05
636384,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,978668,RxNorm,2024-02-05
636530,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636530,RxNorm,2024-02-05
636552,RXNORM_10AA_100607F,RXNORM_10AA_100607F,1,636552,RxNorm,2024-02-05
636562,RXNORM_11AB_111205F,RXNORM_11AB_111205F,1,1234982,RxNorm,2024-02-05
636563,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,476287,RxNorm,2024-02-05
636566,RXNORM_10AB_110502F,RXNORM_10AB_110502F,1,1012982,RxNorm,2024-02-05
636573,RXNORM_06AB_060711F,RXNORM_09AA_090803F,1,795762,RxNorm,2024-02-05
636581,RXNORM_10AB_101101F,RXNORM_10AB_101101F,1,1046783,RxNorm,2024-02-05
636584,RXNORM_10AB_110207F,RXNORM_10AB_110207F,1,1089938,RxNorm,2024-02-05
636587,RXNORM_12AB_130204F,RXNORM_12AB_130204F,1,1370115,RxNorm,2024-02-05
636588,RXNORM_11AB_120206F,RXNORM_11AB_120206F,1,1110988,RxNorm,2024-02-05
636591,RXNORM_11AB_120206F,RXNORM_11AB_120206F,1,1243624,RxNorm,2024-02-05
636592,RXNORM_10AB_110502F,RXNORM_10AB_110502F,1,1101550,RxNorm,2024-02-05
636595,RXNORM_10AB_110502F,RXNORM_10AB_110502F,1,1101552,RxNorm,2024-02-05
636596,RXNORM_17AA_170905F,RXNORM_19AA_190805F,1,636596,RxNorm,2024-02-05
636599,RXNORM_14AB_150202F,RXNORM_14AB_150202F,1,636596,RxNorm,2024-02-05
636602,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1294366,RxNorm,2024-02-05
636605,RXNORM_12AA_120604F,RXNORM_12AA_120604F,1,636605,RxNorm,2024-02-05
636611,RXNORM_10AB_101101F,RXNORM_10AB_101101F,1,636591,RxNorm,2024-02-05
636614,RXNORM_17AA_170905F,RXNORM_19AA_190903F,1,2200157,RxNorm,2024-02-05
636616,RXNORM_06AB_060711F,RXNORM_09AA_090504F,1,849473,RxNorm,2024-02-05
636619,RXNORM_06AB_060711F,RXNORM_09AA_090908F,1,863628,RxNorm,2024-02-05
636620,RXNORM_06AB_060711F,RXNORM_09AA_090908F,1,863636,RxNorm,2024-02-05
636621,RXNORM_06AB_060711F,RXNORM_09AA_090908F,1,863619,RxNorm,2024-02-05
636625,RXNORM_11AB_120206F,RXNORM_11AB_120206F,1,1101534,RxNorm,2024-02-05
636636,RXNORM_17AA_170905F,RXNORM_19AA_190506F,1,2168031,RxNorm,2024-02-05
636644,RXNORM_17AA_170905F,RXNORM_19AA_190506F,1,2168018,RxNorm,2024-02-05
636645,RXNORM_13AB_140407F,RXNORM_13AB_140407F,1,1357905,RxNorm,2024-02-05
636647,RXNORM_17AA_170905F,RXNORM_19AA_190506F,1,2168501,RxNorm,2024-02-05
636649,RXNORM_17AA_170905F,RXNORM_19AA_190506F,1,2168507,RxNorm,2024-02-05
636654,RXNORM_17AA_170905F,RXNORM_19AA_190506F,1,2167678,RxNorm,2024-02-05
636655,RXNORM_13AA_130603F,RXNORM_13AA_130603F,1,1424849,RxNorm,2024-02-05
636656,RXNORM_17AA_170905F,RXNORM_19AA_190506F,1,2167676,RxNorm,2024-02-05
636687,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,636687,RxNorm,2024-02-05
636690,RXNORM_10AA_100907F,RXNORM_10AA_100907F,1,1012654,RxNorm,2024-02-05
636693,RXNORM_10AA_100907F,RXNORM_10AA_100907F,1,1012694,RxNorm,2024-02-05
636718,RXNORM_10AB_101101F,RXNORM_10AB_101101F,1,1046645,RxNorm,2024-02-05
636722,RXNORM_10AB_101101F,RXNORM_10AB_101101F,1,1046643,RxNorm,2024-02-05
636735,RXNORM_10AA_100706F,RXNORM_10AA_100706F,1,998713,RxNorm,2024-02-05
636737,RXNORM_12AA_120806F,RXNORM_12AA_120806F,1,1235569,RxNorm,2024-02-05
636758,RXNORM_10AA_100907F,RXNORM_10AA_100907F,1,1012961,RxNorm,2024-02-05
636761,RXNORM_17AA_170905F,RXNORM_19AA_190701F,1,636761,RxNorm,2024-02-05
636765,RXNORM_13AA_130506F,RXNORM_13AA_130506F,1,1304853,RxNorm,2024-02-05
636769,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636769,RxNorm,2024-02-05
636772,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,2173941,RxNorm,2024-02-05
636781,RXNORM_09AB_100201F,RXNORM_09AB_100201F,1,899439,RxNorm,2024-02-05
636783,RXNORM_17AA_170905F,RXNORM_19AA_190701F,1,2174890,RxNorm,2024-02-05
636784,RXNORM_09AB_100201F,RXNORM_09AB_100201F,1,899485,RxNorm,2024-02-05
636785,RXNORM_09AB_100201F,RXNORM_09AB_100201F,1,899511,RxNorm,2024-02-05
636786,RXNORM_17AA_170905F,RXNORM_19AA_190805F,1,636786,RxNorm,2024-02-05
636788,RXNORM_09AB_100201F,RXNORM_09AB_100201F,1,884519,RxNorm,2024-02-05
636790,RXNORM_06AB_060711F,RXNORM_09AB_091207F,1,884646,RxNorm,2024-02-05
636792,RXNORM_06AB_060711F,RXNORM_09AB_091207F,1,884651,RxNorm,2024-02-05
636804,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636804,RxNorm,2024-02-05
636816,RXNORM_11AA_110906F,RXNORM_11AA_110906F,1,1119541,RxNorm,2024-02-05
636819,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,636819,RxNorm,2024-02-05
636822,RXNORM_17AA_170905F,RXNORM_19AA_190903F,1,2199662,RxNorm,2024-02-05
636823,RXNORM_06AB_060711F,RXNORM_09AA_090706F,1,857595,RxNorm,2024-02-05
636833,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,477050,RxNorm,2024-02-05
636836,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636836,RxNorm,2024-02-05
636840,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636840,RxNorm,2024-02-05
636844,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,636844,RxNorm,2024-02-05
636846,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,636846,RxNorm,2024-02-05
636847,RXNORM_06AB_060711F,RXNORM_09AA_090803F,1,860590,RxNorm,2024-02-05
636852,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,636852,RxNorm,2024-02-05
636853,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,1245722,RxNorm,2024-02-05
636855,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,577196,RxNorm,2024-02-05
636856,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636856,RxNorm,2024-02-05
636861,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,636861,RxNorm,2024-02-05
636863,RXNORM_06AB_060711F,RXNORM_09AA_090803F,1,860130,RxNorm,2024-02-05
637055,RXNORM_06AB_060711F,RXNORM_09AA_090406F,1,310519,RxNorm,2024-02-05
637058,RXNORM_06AB_060711F,RXNORM_09AA_090406F,1,198683,RxNorm,2024-02-05
637061,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,1039251,RxNorm,2024-02-05
637079,RXNORM_06AB_060711F,RXNORM_08AB_090302F,1,806667,RxNorm,2024-02-05
637191,RXNORM_06AB_060711F,RXNORM_09AA_090803F,1,858587,RxNorm,2024-02-05
637193,RXNORM_16AA_160502F,RXNORM_16AA_160502F,1,1747294,RxNorm,2024-02-05
637198,RXNORM_06AB_060711F,RXNORM_09AA_090803F,1,858580,RxNorm,2024-02-05
637199,RXNORM_06AB_060711F,RXNORM_09AA_090803F,1,858593,RxNorm,2024-02-05
637204,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,637204,RxNorm,2024-02-05
637220,RXNORM_10AB_110502F,RXNORM_10AB_110502F,1,731372,RxNorm,2024-02-05
637225,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,979543,RxNorm,2024-02-05
637226,RXNORM_06AB_060711F,RXNORM_09AA_090706F,1,856535,RxNorm,2024-02-05
637228,RXNORM_17AA_170905F,RXNORM_18AB_190107F,1,637228,RxNorm,2024-02-05
637231,RXNORM_17AA_170905F,RXNORM_19AB_191104F,1,637231,RxNorm,2024-02-05
637232,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,476532,RxNorm,2024-02-05
637234,RXNORM_12AA_120806F,RXNORM_12AA_120806F,1,1305770,RxNorm,2024-02-05
637236,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,647343,RxNorm,2024-02-05
637349,RXNORM_06AB_060711F,RXNORM_09AA_090601F,1,853452,RxNorm,2024-02-05
637444,RXNORM_17AA_170905F,RXNORM_19AA_190603F,1,2173937,RxNorm,2024-02-05
637448,RXNORM_12AB_121203F,RXNORM_12AB_121203F,1,1362234,RxNorm,2024-02-05
637450,RXNORM_12AB_121203F,RXNORM_12AB_121203F,1,1362206,RxNorm,2024-02-05
637454,RXNORM_17AA_170905F,RXNORM_18AB_190204F,1,637454,RxNorm,2024-02-05
637455,RXNORM_10AB_101206F,RXNORM_10AB_101206F,1,1039168,RxNorm,2024-02-05
637458,RXNORM_17AA_170905F,RXNORM_20AA_210301F,1,637458,RxNorm,2024-02-05
637466,RXNORM_11AB_120305F,RXNORM_11AB_120305F,1,616960,RxNorm,2024-02-05
637477,RXNORM_17AA_170905F,RXNORM_20AA_200706F,1,637477,RxNorm,2024-02-05
637482,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,1098236,RxNorm,2024-02-05
637484,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1293883,RxNorm,2024-02-05
637498,RXNORM_14AB_150202F,RXNORM_14AB_150202F,1,1363736,RxNorm,2024-02-05
637543,RXNORM_15AB_160201F,RXNORM_15AB_160201F,3,1734919,RxNorm,2024-02-05
637543,RXNORM_15AB_160201F,RXNORM_15AB_160201F,3,1734921,RxNorm,2024-02-05
637543,RXNORM_15AB_160201F,RXNORM_15AB_160201F,3,1734917,RxNorm,2024-02-05
637544,RXNORM_15AB_160201F,RXNORM_15AB_160201F,1,637544,RxNorm,2024-02-05
637555,RXNORM_06AB_060711F,RXNORM_09AA_090504F,1,310771,RxNorm,2024-02-05
637557,RXNORM_06AB_060711F,RXNORM_09AA_090504F,2,310771,RxNorm,2024-02-05
637557,RXNORM_06AB_060711F,RXNORM_09AA_090504F,2,849921,RxNorm,2024-02-05
637564,RXNORM_09AB_100301F,RXNORM_09AB_100301F,1,904938,RxNorm,2024-02-05
639506,RXNORM_10AB_110103F,RXNORM_10AB_110103F,1,639506,RxNorm,2024-02-05
639748,RXNORM_12AA_120507F,RXNORM_12AA_120507F,1,1294332,RxNorm,2024-02-05
639837,RXNORM_06AC_060802F,RXNORM_09AA_090803F,1,860219,RxNorm,2024-02-05
639839,RXNORM_06AC_060802F,RXNORM_09AA_090803F,1,541605,RxNorm,2024-02-05
639841,RXNORM_06AC_060802F,RXNORM_09AA_090803F,1,860229,RxNorm,2024-02-05
639886,RXNORM_10AB_110404F,RXNORM_10AB_110404F,1,639886,RxNorm,2024-02-05
642334,RXNORM_06AC_060901F,RXNORM_09AA_090803F,1,860209,RxNorm,2024-02-05
642342,RXNORM_11AB_120402F,RXNORM_11AB_120402F,1,1250516,RxNorm,2024-02-05
642353,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,978019,RxNorm,2024-02-05
642359,RXNORM_12AA_121001F,RXNORM_12AA_121001F,1,795803,RxNorm,2024-02-05
642365,RXNORM_17AA_170905F,RXNORM_20AA_200601F,1,204944,RxNorm,2024-02-05
643053,RXNORM_06AC_060901F,RXNORM_09AA_090803F,1,859190,RxNorm,2024-02-05
643057,RXNORM_06AC_060901F,RXNORM_09AA_090803F,1,859192,RxNorm,2024-02-05
643060,RXNORM_09AB_100301F,RXNORM_09AB_100301F,1,895664,RxNorm,2024-02-05
643064,RXNORM_09AB_100301F,RXNORM_09AB_100301F,1,901818,RxNorm,2024-02-05
643082,RXNORM_14AB_150202F,RXNORM_14AB_150202F,1,199188,RxNorm,2024-02-05
643091,RXNORM_11AA_110606F,RXNORM_11AA_110606F,1,311248,RxNorm,2024-02-05
643095,RXNORM_09AB_100301F,RXNORM_09AB_100301F,1,542872,RxNorm,2024-02-05
643098,RXNORM_09AB_100301F,RXNORM_09AB_100301F,1,198826,RxNorm,2024-02-05
643114,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,977942,RxNorm,2024-02-05
643116,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,977877,RxNorm,2024-02-05
643121,RXNORM_10AA_100503F,RXNORM_10AA_100503F,1,977939,RxNorm,2024-02-05
643133,RXNORM_06AC_060901F,RXNORM_09AA_090504F,1,849737,RxNorm,2024-02-05
643138,RXNORM_11AA_110801F,RXNORM_11AA_110801F,1,210662,RxNorm,2024-02-05
